Change history report
"May 29, 2026 - June 11, 2026"
Date & time,User,Campaign,Ad group,Changes
"Jun 7, 2026, 11:25:33 AM",signletters@gmail.com,Catch All | PMax | Normal Margin,,"Campaign asset created
  Status is Enabled
  Extension type is Business name
  Item id is 1165254910
Budget set to ""Catch All | PMax | Normal Margin""
  
Campaign asset created
  Status is Enabled
  Extension type is Logo
  Item id is 155651502788
Campaign asset created
  Status is Enabled
  Extension type is Logo
  Item id is 20183543807
Budget created
  Budget delivery method set to ""standard: show ads evenly over time""
  End date is ""No end date""
  Budget status is active
  Unit type is Currency
  Catch All | PMax | Normal Margin: Budget amount is $200.00
  Budget ""Catch All Campaign #2"" created
Campaign created
  Bid strategy type is ""Maximize conversion value""
  Location options (advanced): Exclude is ""people in or regularly in your targeted locations""
  Location options (advanced): Targeting is ""people in my targeted location""
  Target ROAS is 450%
  Accent color is #d1393c
  Font is Roboto
  Main color is #1a2e5a
  Contains EU political advertising is false
  Final URL expansion is Off: Send traffic to provided URLs only
  Campaign payment mode is Payment mode CPC
  End time is ""No end date""
  Start time is Jun 7, 2026, 11:25:33 AM EDT
  Feed label is US
  Status is paused
  Brand guidelines support is enabled
  Not targeting ""Google TV Network""
  Ad rotation is ""Optimize: Prefer best performing ads""
  Opted into ""Google Search Network""
  Opted into ""Display Network""
  Campaign ""Catch All Campaign #2"" created
  GMC Feed 2467352 is added
  Campaign dynamic asset settings: Text asset automation is Opted out
  Campaign dynamic asset settings: Generate image extraction is Opted in
  Campaign dynamic asset settings: Generate enhanced YouTube videos is Opted out
  Campaign dynamic asset settings: Final URL expansion text asset automation is Opted out
4 platforms added
  Desktop
  Mobile Highend
  Tablet
  Connected TV"
"Jun 7, 2026, 11:24:27 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"1 campaign active
  Status changed from paused to active"
"Jun 7, 2026, 11:22:52 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"Campaign changed
  Target ROAS changed from 450% to 190%"
"Jun 7, 2026, 11:22:14 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"Budget changed
  Budget name changed from ""Catch All Campaign #2"" to ""Catch All | PMax | High Margin""
Campaign changed
  Campaign name changed from ""Catch All Campaign #2"" to ""Catch All | PMax | High Margin"""
"Jun 7, 2026, 11:16:17 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"8 negative exact match keywords added
  -[slippery when wet sign]
  -[tacos]
  -[deer crossing sign]
  -[alphabetsigns]
  -[letter r]
  -[slippery when wet road sign]
  -[yield sign]
  -[alphabet signs]
1 language added
  English
3 negative countries added
  Puerto Rico(excluded)
  Guam(excluded)
  U.S. Virgin Islands(excluded)
1 country added
  United States
2 negative regions added
  Alaska, United States(excluded)
  Hawaii, United States(excluded)
1 bid adjustment change
  Connected TV: Platform bid adjustment set to -100%
1 negative brand list added
  11477564655(excluded)"
"Jun 7, 2026, 11:16:17 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"Account-default goals used
  "
"Jun 7, 2026, 11:16:16 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034827
Campaign asset created
  Status is Enabled
  Extension type is Price
  Item id is 48729092581
Campaign asset created
  Status is Enabled
  Extension type is Price
  Item id is 172077621286
Campaign asset created
  Status is Enabled
  Extension type is Price
  Item id is 48729092623
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034776
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 162790183514
Campaign asset created
  Status is Enabled
  Extension type is Price
  Item id is 48729092617
Campaign asset created
  Status is Enabled
  Extension type is Price
  Item id is 172078440666
Campaign asset created
  Status is Enabled
  Extension type is Landscape Logo
  Item id is 155671120276
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 289202320238
Campaign asset created
  Status is Enabled
  Extension type is Landscape Logo
  Item id is 155710936740
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 162882334669
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034767
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 336501788014
Campaign asset created
  Status is Enabled
  Extension type is Price
  Item id is 172060710432
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034806
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034839
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 296268275531
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 162790183517
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 163189796495
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 22116034794"
"Jun 7, 2026, 11:16:16 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"Negative keyword list ""Negatives | Hobby & DIY"" applied
  
Negative keyword list ""Universal"" applied
  
Negative keyword list ""Negatives | Kids & Education"" applied
  
Negative keyword list ""Negatives | Spiritual & Religious"" applied
  "
"Jun 7, 2026, 11:16:15 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"Option to only bid for new customers is on
  "
"Jun 7, 2026, 11:16:14 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"3 asset group hint(s) added
  Parameters is ""vinyl""
  Type is ""Search theme""
  Criterion ID is 2213610774434
  Parameters is ""signs""
  Type is ""Search theme""
  Criterion ID is 2206843209285
  Parameters is ""letters""
  Type is ""Search theme""
  Criterion ID is 2243408056230
1 asset group hint(s) added
  Parameters is ""349804979""
  Type is ""Audience persona""
  Criterion ID is 2486862218091"
"Jun 7, 2026, 11:16:13 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"3 Asset group listing group filters added
  All products: subdivided
  All products: included
  All products: excluded"
"Jun 7, 2026, 11:16:12 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"55 assets in asset group ""Asset Group 1"" created
  Field type is Square marketing image
  Asset ID is 300349937263
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 336501498412
55 assets in asset group ""Asset Group 1"" created
  Field type is Youtube video
  Asset ID is 171387824440
55 assets in asset group ""Asset Group 1"" created
  Field type is Landscape marketing image
  Asset ID is 155726611963
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 336501498391
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 163211257865
55 assets in asset group ""Asset Group 1"" created
  Field type is Landscape marketing image
  Asset ID is 336500462296
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 163335995097
55 assets in asset group ""Asset Group 1"" created
  Field type is Long headline
  Asset ID is 336501788005
55 assets in asset group ""Asset Group 1"" created
  Field type is Youtube video
  Asset ID is 292499097268
Asset group created
  Asset group name is Asset Group 1
  Status is enabled
  Landing page set to ""https://www.alphabetsigns.com/""
55 assets in asset group ""Asset Group 1"" created
  Field type is Landscape marketing image
  Asset ID is 336408298181
55 assets in asset group ""Asset Group 1"" created
  Field type is Description
  Asset ID is 336501498424
55 assets in asset group ""Asset Group 1"" created
  Field type is Description
  Asset ID is 336501498421
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 336501498400
55 assets in asset group ""Asset Group 1"" created
  Field type is Youtube video
  Asset ID is 292500322330
55 assets in asset group ""Asset Group 1"" created
  Field type is Landscape marketing image
  Asset ID is 56335146526
55 assets in asset group ""Asset Group 1"" created
  Field type is Youtube video
  Asset ID is 168431762012
55 assets in asset group ""Asset Group 1"" created
  Field type is Square marketing image
  Asset ID is 337047179275
55 assets in asset group ""Asset Group 1"" created
  Field type is Description
  Asset ID is 336501498415
55 assets in asset group ""Asset Group 1"" created
  Field type is Portrait marketing image
  Asset ID is 315977012524
55 assets in asset group ""Asset Group 1"" created
  Field type is Landscape marketing image
  Asset ID is 1061272443
55 assets in asset group ""Asset Group 1"" created
  Field type is Square marketing image
  Asset ID is 71513077481
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 225180820973
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 336501498406
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 169074563251
55 assets in asset group ""Asset Group 1"" created
  Field type is Long headline
  Asset ID is 336501787999
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 155511151851
55 assets in asset group ""Asset Group 1"" created
  Field type is Square marketing image
  Asset ID is 89387196411
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 105676843013
55 assets in asset group ""Asset Group 1"" created
  Field type is Youtube video
  Asset ID is 171350389046
55 assets in asset group ""Asset Group 1"" created
  Field type is Square marketing image
  Asset ID is 155707480247
55 assets in asset group ""Asset Group 1"" created
  Field type is Portrait marketing image
  Asset ID is 315977012530
55 assets in asset group ""Asset Group 1"" created
  Field type is Youtube video
  Asset ID is 69318972690
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 336501498409
55 assets in asset group ""Asset Group 1"" created
  Field type is Square marketing image
  Asset ID is 168301311133
55 assets in asset group ""Asset Group 1"" created
  Field type is Description
  Asset ID is 336501498427
55 assets in asset group ""Asset Group 1"" created
  Field type is Portrait marketing image
  Asset ID is 315977012527
55 assets in asset group ""Asset Group 1"" created
  Field type is Portrait marketing image
  Asset ID is 336408298334
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 336501498394
55 assets in asset group ""Asset Group 1"" created
  Field type is Long headline
  Asset ID is 336501788002
55 assets in asset group ""Asset Group 1"" created
  Field type is Square marketing image
  Asset ID is 163209643762
55 assets in asset group ""Asset Group 1"" created
  Field type is Description
  Asset ID is 336501498418
55 assets in asset group ""Asset Group 1"" created
  Field type is Portrait marketing image
  Asset ID is 337093989252
55 assets in asset group ""Asset Group 1"" created
  Field type is Youtube video
  Asset ID is 168483953843
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 336501498397
55 assets in asset group ""Asset Group 1"" created
  Field type is Long headline
  Asset ID is 336501788011
55 assets in asset group ""Asset Group 1"" created
  Field type is Youtube video
  Asset ID is 294719498403
55 assets in asset group ""Asset Group 1"" created
  Field type is Long headline
  Asset ID is 336501788008
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 162882483604
55 assets in asset group ""Asset Group 1"" created
  Field type is Landscape marketing image
  Asset ID is 89338385002
55 assets in asset group ""Asset Group 1"" created
  Field type is Landscape marketing image
  Asset ID is 337093989237
55 assets in asset group ""Asset Group 1"" created
  Field type is Square marketing image
  Asset ID is 336544837293
55 assets in asset group ""Asset Group 1"" created
  Field type is Youtube video
  Asset ID is 289595103734
55 assets in asset group ""Asset Group 1"" created
  Field type is Headline
  Asset ID is 162882483607
55 assets in asset group ""Asset Group 1"" created
  Field type is Youtube video
  Asset ID is 226171581207"
"Jun 7, 2026, 11:16:00 AM",signletters@gmail.com,Catch All | PMax | High Margin,,"Campaign asset created
  Status is Enabled
  Extension type is Logo
  Item id is 20183543807
Campaign asset created
  Status is Enabled
  Extension type is Business name
  Item id is 1165254910
Campaign asset created
  Status is Enabled
  Extension type is Logo
  Item id is 155651502788
Budget set to ""Catch All | PMax | High Margin""
  
Budget created
  Budget delivery method set to ""standard: show ads evenly over time""
  End date is ""No end date""
  Budget status is active
  Unit type is Currency
  Catch All | PMax | High Margin: Budget amount is $200.00
  Budget ""Catch All Campaign #2"" created
Campaign created
  Bid strategy type is ""Maximize conversion value""
  Location options (advanced): Exclude is ""people in or regularly in your targeted locations""
  Location options (advanced): Targeting is ""people in my targeted location""
  Target ROAS is 450%
  Accent color is #d1393c
  Font is Roboto
  Main color is #1a2e5a
  Contains EU political advertising is false
  Final URL expansion is Off: Send traffic to provided URLs only
  Campaign payment mode is Payment mode CPC
  End time is ""No end date""
  Start time is Jun 7, 2026, 11:16:00 AM EDT
  Feed label is US
  Status is paused
  Brand guidelines support is enabled
  Not targeting ""Google TV Network""
  Ad rotation is ""Optimize: Prefer best performing ads""
  Opted into ""Google Search Network""
  Opted into ""Display Network""
  Campaign ""Catch All Campaign #2"" created
  GMC Feed 2467352 is added
  Campaign dynamic asset settings: Text asset automation is Opted out
  Campaign dynamic asset settings: Generate image extraction is Opted in
  Campaign dynamic asset settings: Generate enhanced YouTube videos is Opted out
  Campaign dynamic asset settings: Final URL expansion text asset automation is Opted out
4 platforms added
  Desktop
  Mobile Highend
  Tablet
  Connected TV"
"Jun 7, 2026, 11:05:21 AM",signletters@gmail.com,Building Letters | Search,Building Letters,"1 responsive search ad changed
  Headline was ""Plastic & Metal Sign Letters""
  Headline is ""Acrylic & Metal Sign Letter""
  Final URL is ""https://www.alphabetsigns.com/signs/building-sign-letters.html"""
"Jun 7, 2026, 10:58:49 AM",signletters@gmail.com,Building Letters | Search,Building Letters,"7 phrase match keywords added
  ""plastic sign letters""
  ""exterior 3d letters""
  ""outdoor wall letters for business""
  ""custom building letters""
  ""outdoor sign letters""
  ""acrylic building letters""
  ""storefront sign letters"""
"Jun 7, 2026, 10:58:04 AM",signletters@gmail.com,Building Letters | Search,,"Campaign changed
  Campaign bid strategy type changed from ""Maximize conversion value"" to ""Maximize clicks""
  Target ROAS was 240%
  Bid limit is $3.50"
"Jun 7, 2026, 10:51:55 AM",signletters@gmail.com,Boat Registration Numbers | Shopping | Low AOV,Ad group 1,"1 product group max CPC change
  Everything else in ""All products"" : $0.01 to default
1 product group changed
  Everything else in ""All products"" : included to excluded"
"Jun 7, 2026, 10:51:43 AM",signletters@gmail.com,Boat Registration Numbers | Shopping | Low AOV,,"Budget set to ""Boat Registration Numbers | Shopping | Low AOV""
  
Budget created
  Budget delivery method set to ""standard: show ads evenly over time""
  End date is ""No end date""
  Budget status is active
  Unit type is Currency
  Boat Registration Numbers | Shopping | Low AOV: Budget amount is $30.00
  Budget ""Boat Registration Numbers | Shopping | Low-Ticket"" created
Campaign created
  Bid strategy type is ""Target ROAS""
  Location options (advanced): Exclude is ""people in or regularly in your targeted locations""
  Location options (advanced): Targeting is ""people in my targeted location""
  Target roas is 600%
  Contains EU political advertising is false
  End time is ""No end date""
  Start time is Jun 7, 2026, 10:51:42 AM EDT
  Campaign priority is 2
  Status is active
  Not targeting ""Google TV Network""
  Opted out of ""Search Partners Network""
  Ad rotation is ""Optimize: Prefer best performing ads""
  Opted into ""Google Search Network""
  Opted out of ""Display Network""
  Campaign ""Boat Registration Numbers | Shopping | Low-Ticket"" created
  Conversion action set is ""(775612)0|1/1""
  GMC Feed 2467352 is added
Account-default goals not used
  
Standard goals changed
  Purchases (Website) added
1 country added
  United States
4 platforms added
  Desktop
  Mobile Highend
  Tablet
  Connected TV"
"Jun 7, 2026, 10:51:43 AM",signletters@gmail.com,Boat Registration Numbers | Shopping | Low AOV,Ad group 1,"Ad group created
  Ad group targeting setting changed to ""Observation"" for ""Parental status""
  Ad group targeting setting changed to ""Observation"" for ""Income range""
  Ad group targeting setting changed to ""Observation"" for ""Gender""
  Ad group targeting setting changed to ""Observation"" for ""Age""
  Max CPC is $0.01
  Max CPM is $0.01
  Target CPM is $0.01
  Status is enabled
  Name is ""Ad group 1""
6 product groups added
  vl0602 
  vl0603 
  vl0604 
  Everything else in ""All products"" 
  vl0601 
  All products
5 product groups max CPC changes
  vl0602 : default to $0.01
  vl0603 : default to $0.01
  vl0604 : default to $0.01
  Everything else in ""All products"" : default to $0.01
  vl0601 : default to $0.01"
"Jun 7, 2026, 10:41:07 AM",signletters@gmail.com,BL00 Building Letters | PMax | Core,,"Campaign changed
  Target ROAS changed from 220% to 235%"
"Jun 7, 2026, 10:40:28 AM",signletters@gmail.com,BL00 Building Letters | PMax | Core,,"1 budget amount increased
  BL00 Building Letters | PMax | Core: Budget amount changed from $150.00 to $200.00"
"Jun 7, 2026, 10:30:45 AM",signletters@gmail.com,Truck Lettering | PMax | Low AOV,,"1 budget amount decreased
  Truck Lettering | PMax | Low AOV: Budget amount changed from $70.00 to $40.00"
"Jun 7, 2026, 10:30:38 AM",signletters@gmail.com,Truck Lettering | PMax | BestSellers,,"1 budget amount increased
  Truck Lettering | PMax | BestSellers: Budget amount changed from $280.00 to $310.00"
"Jun 7, 2026, 10:29:14 AM",signletters@gmail.com,Branded Search | Alphabet Signs,Ad group 1,"9 phrase match keywords added
  ""alphabet sign reviews""
  ""alphabet sign co""
  ""alphabetsigns""
  ""alphabet signs inc""
  ""alphabet sign catalog""
  ""alphabet sign company""
  ""alphabetsigns.com""
  ""alphabet sign letters""
  ""alphabet sign supply"""
"Jun 7, 2026, 10:24:47 AM",signletters@gmail.com,,,"Negatives | Hobby & DIY: 11 negative phrase match keywords added to list
  -""plate decals""
  -""license plate""
  -""hobby stencils""
  -""grave monument""
  -""grave monuments""
  -""hot wings""
  -""funky stencils""
  -""plate stickers""
  -""license plates""
  -""cemetery grave""
  -""good housekeeping"""
"Jun 6, 2026, 7:10:37 AM",signletters@gmail.com,Branded Search | Alphabet Signs,Ad group 1,"1 exact match keyword added
  [abc signs inc]"
"Jun 6, 2026, 7:09:43 AM",signletters@gmail.com,Truck Lettering | PMax | Low AOV,,"1 negative phrase match keyword added
  -""boat"""
"Jun 6, 2026, 7:09:25 AM",signletters@gmail.com,Truck Lettering | PMax | Low AOV,,"1 negative exact match keyword added
  -[best boat number decals]"
"Jun 6, 2026, 7:06:37 AM",signletters@gmail.com,CL00 | PMax | Marquee Lettering,,"1 negative phrase match keyword added
  -""boat"""
"Jun 6, 2026, 7:06:05 AM",signletters@gmail.com,CL00 | PMax | Marquee Lettering,,"11 negative exact match keywords added
  -[boat number size]
  -[alphabet templates]
  -[boatletteringtoyou]
  -[boat letters and numbers]
  -[custom boat registration numbers]
  -[alphabet template]
  -[boat decal numbers]
  -[boat registration stickers]
  -[boat registration numbers stickers]
  -[boat numbers and letters]
  -[alphabet ruler]"
"Jun 6, 2026, 7:04:13 AM",signletters@gmail.com,BL00 Building Letters | PMax | Core,,"5 negative exact match keywords added
  -[peg letter board]
  -[12x18 letterboard]
  -[plexiglass letters signs]
  -[alphabet]
  -[letras individuales para carteles]"
"Jun 6, 2026, 7:00:59 AM",signletters@gmail.com,BL00 Building Letters | PMax | Core,,"1 budget amount increased
  BL00 Building Letters | PMax | Core: Budget amount changed from $100.00 to $150.00"
"Jun 6, 2026, 6:57:41 AM",signletters@gmail.com,Branded Search | Alphabet Signs,Ad group 1,"4 exact match keywords added
  [alphasigns]
  [abc signs]
  [a b c signs]
  [alpha signs]"
"Jun 6, 2026, 6:56:01 AM",signletters@gmail.com,Truck Lettering | PMax | BestSellers,,"1 negative phrase match keyword added
  -""boat"""
"Jun 6, 2026, 6:55:15 AM",signletters@gmail.com,Truck Lettering | PMax | BestSellers,,"29 negative exact match keywords added
  -[how to apply boat registration numbers]
  -[10 sign letters]
  -[gemini changeable copy letters]
  -[mailbox numbers]
  -[boat graphics]
  -[boating letters]
  -[marquee lettering]
  -[large letters outdoor]
  -[gemini reader board letters]
  -[building signage material]
  -[marine number stickers]
  -[hurricane boat decals]
  -[vessel numbers]
  -[marquee sign parts]
  -[boat name logo design]
  -[inflatable boat registration placard]
  -[outdoor sign letter]
  -[2 mailbox numbers]
  -[5 x 7 plaque]
  -[outdoor sign letters]
  -[boat lettering decals]
  -[outdoor letters for house]
  -[boat letters]
  -[billboard sign letters]
  -[letter size for boat registration]
  -[plastic sign letters and numbers]
  -[3d boat lettering]
  -[banner]
  -[alphabet black letters]"
"Jun 5, 2026, 8:25:48 PM",Recommendations Auto-Apply,Branded Search | Alphabet Signs,Ad group 1,"1 exact match keyword removed
  [alphabetsigns]"
"Jun 5, 2026, 7:09:38 AM",signletters@gmail.com,Branded Search | Alphabet Signs,,"1 negative exact match keyword added
  -[cast iron letters for signs]"
"Jun 5, 2026, 7:06:56 AM",signletters@gmail.com,Building Letters | Search,,"1 negative exact match keyword added
  -[swing signs for business]"
"Jun 5, 2026, 7:05:02 AM",signletters@gmail.com,CL00 | PMax | Marquee Lettering,,"4 negative exact match keywords added
  -[boat stickers registration]
  -[boating signs]
  -[boat decals]
  -[boat number stickers]"
"Jun 5, 2026, 7:04:22 AM",signletters@gmail.com,CL00 | PMax | Marquee Lettering,,"7 negative exact match keywords added
  -[3d boat letters]
  -[jet ski cf numbers]
  -[boat numbers]
  -[boat registration number stickers]
  -[alpha lit letters]
  -[abcmix]
  -[911 address signs]"
"Jun 5, 2026, 7:03:09 AM",signletters@gmail.com,BL00 Building Letters | PMax | Core,,"2 negative exact match keywords added
  -[memorial bench plaques]
  -[magic master signs]"
"Jun 5, 2026, 7:02:00 AM",signletters@gmail.com,Truck Lettering | PMax | BestSellers,,"15 negative exact match keywords added
  -[number templates for spray painting]
  -[aluminum sign letters]
  -[large outdoor letters]
  -[registration decals for inflatable boat]
  -[marquee letter board sign]
  -[changeable letter sign parts]
  -[font for boat registration numbers]
  -[where do i get my boat registration numbers]
  -[exterior signage letters]
  -[marquee letters and numbers]
  -[changeable sign track]
  -[sidewalk boards]
  -[boat letters and numbers near me]
  -[paint numbers on curb]
  -[outdoor letter board sign]"
"Jun 5, 2026, 7:00:09 AM",signletters@gmail.com,Truck Lettering | PMax | BestSellers,,"16 negative exact match keywords added
  -[boat emblems]
  -[letterboard signs]
  -[10 inch vinyl letters]
  -[boat identification number]
  -[memorial signs]
  -[6 inch letters]
  -[how big do boat registration numbers need to be]
  -[boat registration number spacing]
  -[boat registration decals]
  -[6 zip letters]
  -[boat registration lettering requirements]
  -[marquee board]
  -[jetski registration stickers]
  -[boat call letters]
  -[marquee letters for sale]
  -[boat registration]"
"Jun 4, 2026, 7:49:28 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 broad match keyword removed
  outdoor signs with removable letters
1 phrase match keyword added
  ""outdoor signs with removable letters"""
"Jun 4, 2026, 7:49:21 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 exact match keyword removed
  [changeable letters for signs]"
"Jun 4, 2026, 7:49:16 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 exact match keyword removed
  [readerboard letters]"
"Jun 4, 2026, 7:49:11 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 phrase match keyword added
  ""zip change letters""
1 exact match keyword removed
  [zip change letters]"
"Jun 4, 2026, 7:49:05 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 phrase match keyword added
  ""replacement marquee sign letters""
1 exact match keyword removed
  [replacement marquee sign letters]"
"Jun 4, 2026, 7:48:48 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 phrase match keyword added
  ""letters for reader boards""
1 broad match keyword removed
  letters for reader boards"
"Jun 4, 2026, 7:48:44 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 phrase match keyword added
  ""menu board with changeable letters""
1 broad match keyword removed
  menu board with changeable letters"
"Jun 4, 2026, 7:48:38 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 phrase match keyword added
  ""sign letter changer pole""
1 broad match keyword removed
  sign letter changer pole"
"Jun 4, 2026, 7:48:30 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 phrase match keyword added
  ""suction cup letter changer""
1 broad match keyword removed
  suction cup letter changer"
"Jun 4, 2026, 7:48:23 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 broad match keyword removed
  gemini changeable letters
1 phrase match keyword added
  ""gemini changeable letters"""
"Jun 4, 2026, 7:48:20 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 phrase match keyword added
  ""changeable advertising signs""
1 broad match keyword removed
  changeable advertising signs"
"Jun 4, 2026, 7:48:12 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"1 broad match keyword removed
  changeable copy sign
1 phrase match keyword added
  ""changeable copy sign"""
"Jun 4, 2026, 7:48:01 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"9 phrase match keywords added
  ""sign letter track""
  ""reader board letters""
  ""directory board letters""
  ""letter storage cabinets""
  ""sidewalk sign letters""
  ""felt letter board letters""
  ""change pole arms""
  ""marquee sign letters""
  ""metal church letters""
8 broad match keywords added
  menu board with changeable letters
  outdoor signs with removable letters
  gemini changeable letters
  changeable advertising signs
  changeable copy sign
  suction cup letter changer
  sign letter changer pole
  letters for reader boards"
"Jun 4, 2026, 7:40:32 AM",signletters@gmail.com,CL00 | Search | Marquee Letters,Ad group 1,"2 phrase match keywords added
  ""portable outdoor signs for businesses""
  ""removable letter signs"""
"Jun 4, 2026, 7:38:21 AM",signletters@gmail.com,Building Letters | Search,Building Letters,"10 phrase match keywords added
  ""outdoor building signs for business""
  ""business signs for building""
  ""commercial signage""
  ""signs for buildings""
  ""exterior business signs""
  ""store signs""
  ""business signs for outside""
  ""storefront signs""
  ""building signage""
  ""large outdoor signs for business"""
"Jun 4, 2026, 7:36:48 AM",signletters@gmail.com,Building Letters | Search,Building Letters,"17 phrase match keywords added
  ""minnesota letters""
  ""3D letters""
  ""plastic letters""
  ""formed plastic letters""
  ""acrylic letters""
  ""pvc letters""
  ""lobby letters""
  ""display letters""
  ""bronze letters""
  ""foam letters""
  ""cast letters""
  ""gemini letters""
  ""injection molded letters""
  ""building address signs""
  ""brass letters""
  ""aluminum letters""
  ""metal letters"""
"Jun 4, 2026, 7:25:04 AM",signletters@gmail.com,CL00 | PMax | Marquee Lettering,,"19 negative exact match keywords added
  -[pin mounted letters]
  -[bronze letters]
  -[formed plastic letters]
  -[1800stencil]
  -[boat registration numbers]
  -[building signs]
  -[abc lettering]
  -[fluorescent letters for signs]
  -[gemini inc letters]
  -[fluorescent letters]
  -[alphabets signs]
  -[sign]
  -[stencilfast]
  -[alphabet stickers]
  -[brass letters]
  -[building number sign]
  -[plaque]
  -[formed plastic sign letters]
  -[alpha signs]"
"Jun 4, 2026, 7:22:14 AM",signletters@gmail.com,Truck Lettering | PMax | BestSellers,,"77 negative exact match keywords added
  -[address numbers]
  -[alphabet printed]
  -[24x36 a frame]
  -[apartment numbers]
  -[boat identification numbers]
  -[alphabet nautical flags]
  -[24 inch letters]
  -[boat names]
  -[boat registration numbers near me]
  -[boat sticker registration]
  -[abbott yard signs]
  -[boat hull id stickers]
  -[big tex decal]
  -[alphabet board]
  -[alphabet letters large]
  -[antique brass name plates]
  -[address number plates]
  -[10 mil mylar]
  -[alphabet letters letters]
  -[3d plastic letters for signs]
  -[acrylic letters]
  -[big alphabet letters]
  -[3d letters for wall]
  -[apartment door numbers]
  -[big tex stickers]
  -[sail numbers]
  -[alphabet page]
  -[reader board]
  -[boat number plates]
  -[alphabet a to z design]
  -[boat registration stickers com]
  -[boat registration number size]
  -[signage for buildings]
  -[alphabet creator]
  -[b sign]
  -[boatletteringtoyou]
  -[boat stickers registration]
  -[boat registration numbers size]
  -[alphabet strips]
  -[bennington pontoon decals]
  -[3d sign letters]
  -[raised letters for signs]
  -[aluminum letters]
  -[6 metal letters]
  -[alphabet plaques]
  -[2.5 inch mailbox numbers]
  -[3 mailbox numbers]
  -[banner for business]
  -[boat registration decals custom]
  -[abc poster]
  -[3 inch block letters for boat]
  -[yard signs cheap]
  -[8 zip letters]
  -[aluminum wall letters]
  -[sign companies near me]
  -[alphabet banners]
  -[alfabet letters]
  -[abc placards]
  -[alphabet labels]
  -[boat lettering]
  -[boat registration letters]
  -[a b c lettering]
  -[barn letters]
  -[alphabets and letters]
  -[18x24 sign frame]
  -[big cut out letters]
  -[boat registration decal]
  -[allen signs]
  -[boat reg numbers]
  -[any and all graphics]
  -[address letters]
  -[sign company near me]
  -[allied sign]
  -[boatdecals com]
  -[a frame sign letters]
  -[yard signs near me]
  -[boat letter decals]"
